outgoing,ingoing,time,added
https://www.bleepingcomputer.com/news/security/a-student-pirating-software-led-to-a-full-blown-ryuk-ransomware-attack/,https://aisn.net/hospital-network-security-3-key-principles-illustrated-2/,0:02:07,apwg.org
https://www.ftc.gov/tips-advice/business-center/privacy-and-security/gramm-leach-bliley-act,https://aisn.net/primer-how-are-disaster-recovery-and-backups-different/,0:02:07,cyberquests.org
https://www.boia.org/wcag2/cp/3.3.2,https://aisn.net/hosted-private-cloud-services-to-surpass-24-billion-in-2016/,0:02:07,carltonfields.com
https://www.nist.gov/cyberframework,https://aisn.net/cloud-events-where-can-i-find-them/,0:02:07,virginiabusiness.com
https://www.microsoft.com/en-us/download/details.aspx?id=51493,https://aisn.net/aisn-names-oran-dillon-principal-cybersecurity-engineer/,0:02:07,rapp.com
https://www.cisa.gov/sites/default/files/publications/Cybersecurity%20Awareness%20Month%202021%20-%20Creating%20Passwords%20Tip%20Sheet.pdf,https://aisn.net/sql-server-2012-whats-new/,0:02:07,leadvirginia.org
https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.04162018.pdf,https://aisn.net/benefits-colocation/,0:02:07,ecrimeresearch.org
https://theconversation.com/how-secure-is-your-data-when-its-stored-in-the-cloud-90000,https://aisn.net/what-you-need-to-know-information-security/#section11,0:02:07,computerweekly.com
https://apwg.org/,https://aisn.net/web-design-and-development-best-practices-in-production-staging-and-development-for-web-based-companies/,0:02:07,huntonprivacyblog.com
https://www.engadget.com/2020-02-21-tetrad-database-exposed-for-120-million-households.html,https://aisn.net/windows-server-2012-navigating-the-new-licensing-structure/,0:02:07,informationweek.com
https://us-cert.cisa.gov/ncas/tips/ST04-007,https://aisn.net/upgrade-sharepoint-2016/,0:02:07,creditcards.com
https://www.experian.com/blogs/ask-experian/survey-companies-fear-data-breaches-invest-in-security/,https://www.aisn.net/,0:02:07,sophos.com
https://www.thesslstore.com/blog/cyber-security-statistics/#cyber-security-statistics-top-cyber-attack-and-data-breach-statistics-and-trends,https://www.aisn.net/what-is-cloud-enablement/,0:02:07,uscyberchallenge.org
https://uscc.cyberquests.org/,https://aisn.net/ais-network-to-present-2021-equity-impact-award/,0:02:07,abc11.com
https://www.businessinsider.com/top-un-official-warned-of-cybercrime-spike-during-pandemic-2020-5,https://aisn.net/covid-19-and-security-best-practices/,0:02:07,knect365.com
https://blog.hubspot.com/website/main-website-navigation-ht,https://aisn.net/when-hackers-strike/,0:02:07,capavirginia.org
https://webaim.org/articles/contrast/,https://aisn.net/aisn-attends-our-first-covits/,0:02:07,yebu.com
https://www.vita.virginia.gov/media/vitavirginiagov/it-governance/ea/pdf/EA_StandardEA225-15-2.pdf,https://aisn.net/4-things-every-successful-cloud-enablement-strategy-needs/,0:02:07,cibtvisas.com
https://us.norton.com/internetsecurity-malware-7-tips-to-prevent-ransomware.html,https://aisn.net/aws-s3-outage-did-not-help-alleviate-doubt/,0:02:07,buyvatrees.com
https://www.federalregister.gov/documents/2020/09/29/2020-21123/defense-federal-acquisition-regulation-supplement-assessing-contractor-implementation-of,https://aisn.net/secure-web-app-best-practices/,0:02:07,thesslstore.com
https://aws.amazon.com/solutions/case-studies/netflix/,https://aisn.net/passing-your-soc-2-audit/,0:02:07,colpipe.com
https://azure.microsoft.com/en-ca/overview/what-are-private-public-hybrid-clouds/,https://aisn.net/pci-dss-requirements-3-and-4/,0:02:07,vagp.org
https://kirkpatrickprice.com/blog/top-5-cyber-security-awareness-tips-employees/,https://aisn.net/welcome-doug-humphrey-web-hosting-pioneer/,0:02:07,hostingfacts.com
https://www.techrepublic.com/article/security-is-the-no-1-it-barrier-to-cloud-and-saas-adoption/,https://aisn.net/secure-your-site-protect-it-from-threats/,0:02:07,acloud.guru
https://www.cisa.gov/cybersecurity-training-exercises,https://aisn.net/7-key-traits-of-exceptional-it-project-managers/,0:02:07,
https://www.backblaze.com/blog/complete-guide-ransomware/,https://aisn.net/ransomware-is-getting-worse-heres-why-you-need-pen-testing/,0:02:07,
https://www.carltonfields.com/insights/publications/2020/cpra-california-privacy-rights-act-passes-prop24,https://www.aisn.net/compliant-managed-services-solutions/,0:02:07,
http://www.ponemon.org/news-updates/news-press-releases/news/ponemon-study-shows-the-cost-of-a-data-breach-continues-to-increase.html,https://aisn.net/health-care-orgs-embracing-cloud/,0:02:07,
https://us-cert.cisa.gov/ncas/tips/ST04-013,https://aisn.net/mesh-networks/,0:02:07,
https://csrc.nist.gov/publications/detail/sp/800-82/rev-2/final,https://aisn.net/understanding-the-cloud-deployment-models/,0:02:07,
https://www.vita.virginia.gov/websitemodernization/,https://aisn.net/boosting-pr-agency-productivity-cutting-edge-it-tools-and-cloud-hosting/,0:02:07,
https://www.shrm.org/hr-today/news/all-things-work/pages/remote-work-has-become-the-new-normal.aspx,https://aisn.net/aisn-cloud-upgrade/,0:02:07,
https://www.cyberseek.org/,https://aisn.net/what-is-juneteenth/,0:02:07,
https://www.microsoft.com/microsoft-365/windows/end-of-windows-7-support?rtc=1#office-ContentAreaHeadingTemplate-s9f0ou1,https://aisn.net/business-continuity-plan-helps-business-prepare-for-natural-disaster/,0:02:07,
https://www.bleepingcomputer.com/news/security/emotet-malware-now-steals-your-email-attachments-to-attack-contacts/,https://aisn.net/state-school-report-card-is-most-decorated-government-site-in-virginia/,0:02:07,
https://www.microsoft.com/en-ca/trust-center,https://aisn.net/cloud-file-storage/,0:02:07,
https://www.firmofthefuture.com/content/cloud-computing-benefits-and-risks-of-cloud-accounting/,https://aisn.net/pci-dss-common-pci-compliance-gaps/,0:02:07,
https://www.tsa.gov/sites/default/files/pipeline_security_guidelines.pdf,https://aisn.net/why-you-should-care-about-sharepoint-2010-administration/,0:02:07,
https://www.cisa.gov/publication/cybersecurity-best-practices-for-industrial-control-systems,https://aisn.net/how-to-conduct-a-cloud-readiness-assessment/,0:02:07,
https://azure.microsoft.com/en-ca/services/security-center/,https://aisn.net/examining-sharepoint-data-integration/,0:02:07,
https://kirkpatrickprice.com/free-risk-assessment-guide-spreadsheet/,https://aisn.net/pci-dss-3-2-whats-new/,0:02:07,
https://blog.paessler.com/disabling-icmp-and-snmp-wont-increase-security-but-will-impact-network-monitoring,https://aisn.net/what-is-big-data-and-why-is-it-becoming-bigger-data/,0:02:07,
https://insights.sei.cmu.edu/sei_blog/2017/05/ransomware-best-practices-for-prevention-and-response.html,https://aisn.net/aisn-is-honored-in-the-digital-health-awards/,0:02:07,
https://www.cisa.gov/sites/default/files/publications/Cybersecurity%20Awareness%20Month%202021%20-%20Phishing%20Tip%20Sheet.pdf,https://aisn.net/sharepoint-2016-new-features/,0:02:07,
https://www.bbc.com/news/business-51760510,https://aisn.net/sharepoint-hosting-for-health-care-companies/,0:02:07,
https://researchers.mq.edu.au/en/publications/closing-the-cybersecurity-skills-gap,https://aisn.net/why-is-compliance-in-the-cloud-important/,0:02:07,
https://www.cyberdegrees.org/listings/cyber-security-bootcamps/,https://aisn.net/aisn-to-present-first-equity-impact-award/,0:02:07,
https://staysafeonline.org/programs/cybersecurity-awareness-month/,https://aisn.net/outsourcing-hosting-talking-points-for-the-c-suite-part-ii/,0:02:07,
https://en.wikipedia.org/wiki/Internet_of_things,https://aisn.net/disasters-happen-is-your-business-ready/,0:02:07,
"https://www.zdnet.com/article/ransomware-gangs-made-at-least-350-million-in-2020/#:~:text=The%20figure%20represents%20a%20311,the%20previous%20your%2C%20in%202019.&text=Ransomware%20gangs%20made%20at%20least%20%24350%20million%20in%20ransom%20payments,in%20a%20report%20last%20week.",https://aisn.net/avoiding-data-breaches/,0:02:07,
https://www.smartdatacollective.com/how-much-big-data-companies-make-on-internet/,https://aisn.net/penetration-tests-help-avoid-data-breach/,0:02:07,
https://www.ibm.com/security/data-breach,https://aisn.net/governors-data-analytics-summit-sponsored-by-aisn/,0:02:07,
https://www.virginiabusiness.com/,https://aisn.net/public-service-announcements-for-international-disasters/,0:02:07,
https://kirkpatrickprice.com/blog/5-benefits-regular-penetration-tests/,https://aisn.net/criminals-are-exploiting-ai-what-to-look-for/,0:02:07,
https://www.securitymagazine.com/articles/92201-top-10-largest-data-breaches,https://aisn.net/cloud-computing-fosters-innovation-in-the-pharmaceutical-industry/,0:02:07,
https://www.theverge.com/2020/3/22/21190018/att-wifi-broadband-mobile-coronavirus-ceo-randal-stephenson-data-cap-surge,https://aisn.net/school-quality-profiles-website-wins-three-national-awards/,0:02:07,
https://www.cisa.gov/,https://aisn.net/ais-network-continues-to-expand-and-upgrade/,0:02:07,
https://www.rapp.com/,https://aisn.net/why-an-incident-response-plan-is-important/,0:02:07,
https://www.techrepublic.com/article/why-ransomware-has-become-such-a-huge-problem-for-businesses/,https://aisn.net/new-pci-3-0-requirements/,0:02:07,
http://csis-website-prod.s3.amazonaws.com/s3fs-public/publication/190129_Crumpler_Cybersecurity_FINAL.pdf,https://aisn.net/what-you-need-to-know-about-azure-cloud-enablement/,0:02:07,
https://www.cloudindustryforum.org/content/8-criteria-ensure-you-select-right-cloud-service-provider,https://aisn.net/aisn-sponsoring-the-vaco-conference-this-weekend/,0:02:07,
https://www.bloomberg.com/news/articles/2021-06-04/hackers-breached-colonial-pipeline-using-compromised-password,https://aisn.net/sharepoint-15-sharepoint-2012-sharepoint-2013-when-will-it-be-released/,0:02:07,
https://thriveglobal.com/stories/how-cloud-computing-is-emerging-as-a-champion-during-the-corona-outbreak/,https://aisn.net/choosing-the-right-enterprise-architect/,0:02:07,
https://www.gsa.gov/reference/gsa-privacy-program/rules-and-policies-protecting-pii-privacy-act,https://aisn.net/cloud-based-disaster-recovery-offers-significant-benefits/,0:02:07,
https://studentprivacy.ed.gov/sites/default/files/resource_document/file/FAQ_Cloud_Computing_0.pdf,https://aisn.net/sharepoint-failover-scenarios/,0:02:07,
https://www.zdnet.com/article/financial-apps-leak-425gb-in-company-data-through-open-database/,https://aisn.net/mastering-risk-assessment/,0:02:07,
https://docs.microsoft.com/deployoffice/windows-7-support,https://aisn.net/our-site-was-not-hacked/,0:02:07,
https://click.email.microsoftemail.com/?qs=f4b1a216a0d7b40f5418aee419cf7a47f36a45d206d74bd20756fe6d46881dbac4e0bdf3ec2e8a4b706eb23725b99e6ee3313e7113c402e7,https://aisn.net/olympic-games-find-success-cloud/,0:02:07,
https://www.americanbar.org/groups/law_practice/publications/law_practice_magazine/2022/jf22/vu-launey-egan/,https://aisn.net/azures-growth-explosive/,0:02:07,
https://www.zdnet.com/article/darkside-the-ransomware-group-responsible-for-colonial-pipeline-cyberattack-explained/#ftag=MSF97b2187,https://aisn.net/sharepoint-2010-hosting-vs-in-house-deployments-what-is-the-cost-benefit/,0:02:07,
https://blog.hubspot.com/marketing/remote-work-stats,https://aisn.net/phase-2-hipaa-audit-program/,0:02:07,
https://www.statista.com/topics/1695/cloud-computing/,https://aisn.net/aisn-showcases-state-school-report-card-at-nces-conference/,0:02:07,
https://www.thesslstore.com/blog/cyber-security-statistics/#https-and-website-phishing,https://www.aisn.net/how-to-conduct-a-cloud-readiness-assessment/,0:02:07,
https://www.zdnet.com/article/russian-language-cybercriminal-forum-xss-bans-darkside-and-other-ransomware-groups/,https://www.aisn.net/why-cybersecurity-governance-matters/,0:02:07,
https://click.email.microsoftemail.com/?qs=f4b1a216a0d7b40f2435abc55f6c4220e368ed40e5e973f61bfbfc0cb963e8d341c792df2bb5abc4b88b1e74a37d50d55144f1d3e4d057b3,https://aisn.net/why-working-for-ais-network-is-awesome/,0:02:07,
https://blog.knowbe4.com/knowbe4-2022-phishing-by-industry-benchmarking-report,https://aisn.net/school-report-cards-for-virginia/,0:02:07,
https://www.experian.com/content/dam/marketing/na/assets/data-breach/white-papers/Experian-Data-Breach-Industry-Forecast-2020.pdf,https://aisn.net/government-data-scientists-be-glad/,0:02:07,
https://onedrive.live.com/view.aspx?resid=D7CE2E889FBDAD31%21300&id=documents&wd=target%282020-2021.one%7C59F12C8A-0E80-4E21-8EDE-BC20AFC4CB9C%2FRe%3A%20Cybersecurity%20Training%20US%5C%2FNA%2C%205%20New%20Data%20Security%20Regulations%7C530E4202-E8E4-4026-B56E-F430088C48D7%2F%29,https://aisn.net/consumer-electronic-sales-bode-well-for-cloud/,0:02:07,
https://techcrunch.com/2020/04/16/clearview-source-code-lapse/,https://aisn.net/compliance-analytics/,0:02:07,
https://searchsecurity.techtarget.com/definition/incident-response,https://aisn.net/sharepoint-2010-loopback-checking/,0:02:07,
https://www.zdnet.com/article/wawa-card-breach-may-rank-as-one-of-the-biggest-of-all-times/,https://aisn.net/understanding-aisn-sharepoint-hosting-plans/,0:02:07,
https://www.cio.com/article/276269/project-management-six-attributes-of-successful-project-managers.html,https://aisn.net/wannacrypt-ransomware-defense/,0:02:07,
https://www.ncsl.org/research/telecommunications-and-information-technology/data-security-laws.aspx,https://aisn.net/more-than-a-decade-of-aisn-internships/,0:02:07,
https://mashable.com/2013/10/31/tech-hub-locations/,https://aisn.net/why-outsource-it-hosting/,0:02:07,
https://www.nsa.gov/resources/students-educators/centers-academic-excellence/,https://www.aisn.net/how-to-implement-cybersecurity-awareness-training-program/,0:02:07,
https://www.weforum.org/agenda/2020/03/working-from-home-coronavirus-workers-future-of-work/,https://aisn.net/a-bright-future-for-the-cloud/,0:02:07,
https://www2.deloitte.com/content/dam/Deloitte/ca/Documents/risk/ca-en-risk-Ransomware_POV_noCM_AODA.PDF,https://aisn.net/what-is-ransomware-and-why-is-it-a-threat/,0:02:07,
"https://searchsecurity.techtarget.com/definition/computer-forensics#:~:text=Computer%20forensics%20is%20the%20application,in%20a%20court%20of%20law.",https://aisn.net/aisn-ceo-jay-atkinson-appointed-to-virginia-small-business-commission/,0:02:07,
https://blog.viavisolutions.com/2018/09/19/application-dependency-mapping-critical-to-ensuring-business-availability/,https://aisn.net/what-is-cloud-computing/,0:02:07,
https://www.thesslstore.com/blog/cyber-security-statistics/#defense-evasion-behaviors,/4-things-every-successful-cloud-enablement-strategy-needs/,0:02:07,
https://www.cnbc.com/2021/05/15/colonial-pipeline-resumes-normal-operations-after-hack.html,https://aisn.net/sharepoint-and-sql-server-give-it-memory/,0:02:07,
https://www.bloomberg.com/news/articles/2020-04-07/cloud-computing-seen-as-tech-haven-amid-pandemic-uncertainty,https://aisn.net/preventing-phi-breaches-five-tips-ensure-dont-become-achilles-heel/,0:02:07,
https://cta-redirect.hubspot.com/cta/redirect/8271121/4875d59d-8c03-444b-8350-8dcbefa56678,https://aisn.net/sitecore-named-leader-forrester-wave-wcm/,0:02:07,
https://www.csoonline.com/article/3153707/top-cybersecurity-facts-figures-and-statistics.html,https://aisn.net/multifactor-authentication-and-managed-services/,0:02:07,
https://www.privacypolicies.com/blog/ccpa-compliance-checklist/#Mandatory_Periodical_Privacy_Policy_Updates,https://aisn.net/september-23-hipaa-rules-kick-in-impacting-your-backup-and-disaster-recovery-planning/,0:02:07,
https://www.cio.com/article/2432981/building-an-enterprise-security-program-in-ten-simple-steps.html,https://aisn.net/business-continuity-and-disaster-recovery-planning-checklist/,0:02:07,
